ID Pricing,Count of ID Pricing
TLA_H3I_MOS-0000188_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000188_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000189_MLA_031_20130118false,1
TLA_H3I_MOS-0000189_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000189_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000189_MLA_669_20121210false,1
TLA_H3I_MOS-0000189_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000189_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000189_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000189_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000189_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000189_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000189_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000190_MLA_031_20130118false,1
TLA_H3I_MOS-0000190_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000190_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000190_MLA_669_20121210false,1
TLA_H3I_MOS-0000190_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000190_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000190_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000190_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000190_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000190_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000190_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000191_MLA_031_20130118false,1
TLA_H3I_MOS-0000191_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000191_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000191_MLA_669_20121210false,1
TLA_H3I_MOS-0000191_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000191_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000191_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000191_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000191_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000191_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000191_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000192_MLA_031_20130118false,1
TLA_H3I_MOS-0000192_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000192_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000192_MLA_669_20121210false,1
TLA_H3I_MOS-0000192_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000192_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000192_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000192_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000193_MLA_031_20130118false,1
TLA_H3I_MOS-0000193_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000193_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000193_MLA_669_20121210false,1
TLA_H3I_MOS-0000193_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000193_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000193_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000193_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000195_MLA_031_20130118false,1
TLA_H3I_MOS-0000195_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000195_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000195_MLA_669_20121210false,1
TLA_H3I_MOS-0000195_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000195_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000195_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000195_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000195_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000195_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000195_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000199_MLA_031_20130118false,1
TLA_H3I_MOS-0000199_MLA_669_20121210false,1
TLA_H3I_MOS-0000200_MLA_031_20130118false,1
TLA_H3I_MOS-0000200_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000200_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000200_MLA_669_20121210false,1
TLA_H3I_MOS-0000200_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000200_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000200_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000200_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000200_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000200_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000200_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000201_MLA_031_20130118false,1
TLA_H3I_MOS-0000201_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000201_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000201_MLA_669_20121210false,1
TLA_H3I_MOS-0000201_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000201_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000201_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000201_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000201_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000201_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000201_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000206_MLA_031_20130118false,1
TLA_H3I_MOS-0000206_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000206_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000206_MLA_669_20121210false,1
TLA_H3I_MOS-0000206_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000206_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000206_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000206_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000206_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000206_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000206_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000208_MLA_031_20130118false,1
TLA_H3I_MOS-0000208_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000208_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000208_MLA_669_20121210false,1
TLA_H3I_MOS-0000208_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000208_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000208_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000208_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000208_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000208_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000208_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000209_MLA_031_20130118false,1
TLA_H3I_MOS-0000209_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000209_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000209_MLA_669_20121210false,1
TLA_H3I_MOS-0000209_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000209_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000209_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000209_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000209_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000209_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000209_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000212_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000212_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000212_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000212_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000212_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000212_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000212_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000213_MLA_031_20130118false,1
TLA_H3I_MOS-0000213_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000213_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000213_MLA_669_20121210false,1
TLA_H3I_MOS-0000213_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000213_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000213_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000213_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000213_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000213_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000213_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000215_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000215_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000215_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000215_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000215_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000215_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000215_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000215_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000215_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000217_MLA_031_20130118false,1
TLA_H3I_MOS-0000218_MLA_031_20130118false,1
TLA_H3I_MOS-0000218_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000218_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000218_MLA_669_20121210false,1
TLA_H3I_MOS-0000218_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000218_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000218_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000218_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000218_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000218_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000220_MLA_031_20130118false,1
TLA_H3I_MOS-0000220_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000220_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000220_MLA_669_20121210false,1
TLA_H3I_MOS-0000220_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000220_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000220_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000220_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000220_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000220_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000220_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000221_MLA_031_20130118false,1
TLA_H3I_MOS-0000221_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000221_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000221_MLA_669_20121210false,1
TLA_H3I_MOS-0000221_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000221_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000221_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000221_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000221_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000221_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000221_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000222_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000222_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000222_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000222_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000222_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000222_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000222_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000222_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000222_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000223_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000223_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000223_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000223_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000223_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000223_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000223_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000223_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000223_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000224_MLA_031_20130118false,1
TLA_H3I_MOS-0000224_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000224_MLA_669_20121210false,1
TLA_H3I_MOS-0000224_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000225_MLA_031_20130118false,1
TLA_H3I_MOS-0000225_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000225_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000225_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000225_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000225_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000225_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000225_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000225_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000225_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000226_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000226_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000226_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000226_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000226_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000226_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000226_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000226_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000226_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000227_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000227_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000227_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000227_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000227_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000227_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000227_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000227_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000227_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000228_MLA_031_20130118false,1
TLA_H3I_MOS-0000228_MLA_669_20121210false,1
TLA_H3I_MOS-0000228_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000228_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000228_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000228_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000228_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000228_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000229_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000229_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000229_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000229_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000229_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000229_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000229_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000229_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000229_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000230_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000230_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000230_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000230_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000230_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000230_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000230_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000230_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000230_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000231_MLA_031_20130118false,1
TLA_H3I_MOS-0000232_MLA_031_20130118false,1
TLA_H3I_MOS-0000232_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000232_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000232_MLA_669_20121210false,1
TLA_H3I_MOS-0000232_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000232_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000232_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000232_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000232_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000232_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000232_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000233_MLA_031_20130118false,1
TLA_H3I_MOS-0000233_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000233_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000233_MLA_669_20121210false,1
TLA_H3I_MOS-0000233_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000233_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000233_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000233_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000233_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000233_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000233_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000235_MLA_031_20130118false,1
TLA_H3I_MOS-0000235_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000235_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000235_MLA_669_20121210false,1
TLA_H3I_MOS-0000235_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000235_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000235_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000235_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000235_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000235_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000235_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000237_MLA_031_20130118false,1
TLA_H3I_MOS-0000237_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000237_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000237_MLA_669_20121210false,1
TLA_H3I_MOS-0000237_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000237_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000237_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000237_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000237_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000237_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000237_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000238_MLA_031_20130118false,1
TLA_H3I_MOS-0000246_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000246_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000246_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000246_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000246_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000246_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000246_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000246_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000246_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000247_MLA_031_20130118false,1
TLA_H3I_MOS-0000247_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000247_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000247_MLA_669_20121210false,1
TLA_H3I_MOS-0000247_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000247_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000247_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000247_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000247_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000247_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000247_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000249_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000249_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000249_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000249_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000249_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000249_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000249_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000249_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000249_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000251_MLA_031_20130118false,1
TLA_H3I_MOS-0000251_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000251_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000251_MLA_669_20121210false,1
TLA_H3I_MOS-0000251_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000251_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000251_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000251_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000251_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000251_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000251_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000252_MLA_031_20130118false,1
TLA_H3I_MOS-0000253_MLA_031_20130118false,1
TLA_H3I_MOS-0000253_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000253_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000253_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000253_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000253_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000253_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000253_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000253_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000253_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000254_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000254_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000254_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000254_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000254_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000254_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000254_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000254_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000254_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000255_MLA_031_20130118false,1
TLA_H3I_MOS-0000255_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000255_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000255_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000255_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000255_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000255_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000258_MLA_031_20130118false,1
TLA_H3I_MOS-0000258_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000258_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000258_MLA_669_20121210false,1
TLA_H3I_MOS-0000258_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000258_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000258_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000258_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000259_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000259_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000259_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000259_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000259_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000259_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000259_MLA_NA_20160115Base_OMfalse,1
TLA_H3I_MOS-0000259_MLA_NA_20161115Base_OMfalse,1
TLA_H3I_MOS-0000260_MLA_031_20130118false,1
TLA_H3I_MOS-0000260_MLA_316_20170616Base_OMfalse,1
TLA_H3I_MOS-0000260_MLA_457_20190930Base_OMfalse,1
TLA_H3I_MOS-0000260_MLA_674_20181220Base_OMfalse,1
TLA_H3I_MOS-0000260_MLA_NA_20130709Base_Basefalse,1
TLA_H3I_MOS-0000260_MLA_NA_20140326Base_Basefalse,1
TLA_H3I_MOS-0000260_MLA_NA_20140430Base_Basefalse,1
TLA_H3I_MOS-0000260_MLA_NA_20150211Base_OMfalse,1
TLA_H3I_MOS-0000260_MLA_NA_20160115Base_OMfalse,1
